Fecha,Mes,Dia,Orden de dia,Tipo de dia,Franja,Orden de franja,Aeronave,Alcance,Asientos,Estado,Estado descrito,Origen,Destino,Ruta,N vuelos,N operados,N cancelados
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,SVO,PES,SVO - PES,1,1,0
2017-07-17,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,SVO,PES,SVO - PES,1,1,0
2017-09-10,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,SVO,JOK,SVO - JOK,1,0,0
2017-08-14,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,SVO,JOK,SVO - JOK,1,1,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,SVO,JOK,SVO - JOK,1,0,0
2017-08-16,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,On Time,"Vuelo proximo, sin demora anunciada",SVO,PKV,SVO - PKV,1,0,0
2017-07-22,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,SVO,PKV,SVO - PKV,1,1,0
2017-09-03,Septiembre,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,SVO,PKV,SVO - PKV,1,0,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,SVO,ESL,SVO - ESL,1,0,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,SVO,ESL,SVO - ESL,1,0,0
2017-08-15,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,SVO,MJZ,SVO - MJZ,1,1,0
2017-09-01,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SVO,MJZ,SVO - MJZ,1,0,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SVO,MJZ,SVO - MJZ,1,0,0
2017-09-06,Septiembre,Miercoles,3,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,GOJ,SVO - GOJ,1,0,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Tarde (16-19),4,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SVO,AAQ,SVO - AAQ,1,0,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,NNM,SVO - NNM,1,1,0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,NNM,SVO - NNM,1,1,0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,NYA,SVO - NYA,1,1,0
2017-07-23,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,NYA,SVO - NYA,1,1,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Cancelled,Vuelo cancelado: no se opero,SVO,VKT,SVO - VKT,1,0,1
2017-08-06,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,GDZ,SVO - GDZ,1,1,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,TJM,SVO - TJM,1,0,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVO,BAX,SVO - BAX,1,1,0
2017-09-10,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,BAX,SVO - BAX,1,0,0
2017-09-04,Septiembre,Lunes,1,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,ULV,SVO - ULV,2,0,0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,ULY,SVO - ULY,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,ULY,SVO - ULY,1,1,0
2017-09-13,Septiembre,Miercoles,3,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SVO,MCX,SVO - MCX,1,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVO,KEJ,SVO - KEJ,1,1,0
2017-08-15,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVO,KEJ,SVO - KEJ,1,1,0
2017-08-31,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SVO,ASF,SVO - ASF,1,0,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SVO,ASF,SVO - ASF,1,0,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,ASF,SVO - ASF,1,1,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,SVO,PEZ,SVO - PEZ,1,1,0
2017-07-17,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,SVO,PEZ,SVO - PEZ,1,1,0
2017-08-11,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVO,CSY,SVO - CSY,1,1,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,CSY,SVO - CSY,1,0,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,CSY,SVO - CSY,1,0,0
2017-09-04,Septiembre,Lunes,1,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SVO,KGD,SVO - KGD,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SVO,KGD,SVO - KGD,1,0,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,STW,SVO - STW,1,1,0
2017-08-05,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,STW,SVO - STW,1,1,0
2017-08-01,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,STW,SVO - STW,1,1,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SVO,STW,SVO - STW,1,0,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,BZK,SVO - BZK,1,0,0
2017-08-06,Agosto,Domingo,7,Fin de semana,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVO,BZK,SVO - BZK,1,1,0
2017-09-03,Septiembre,Domingo,7,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,BZK,SVO - BZK,2,0,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVO,BZK,SVO - BZK,2,0,0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVO,BZK,SVO - BZK,2,2,0
2017-07-22,Julio,Sabado,6,Fin de semana,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVO,BZK,SVO - BZK,2,2,0
2017-08-08,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Boeing 777-300,Largo alcance,402,Arrived,Vuelo operado y finalizado,SVO,AER,SVO - AER,1,1,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Boeing 777-300,Largo alcance,402,Scheduled,Vuelo programado a futuro,SVO,AER,SVO - AER,1,0,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,SVO,KRO,SVO - KRO,1,1,0
2017-09-01,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,SVO,OGZ,SVO - OGZ,1,0,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,LED,DME,LED - DME,1,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,DME,LED - DME,2,2,0
2017-08-21,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,LED,DME,LED - DME,1,0,0
2017-07-20,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,DME,LED - DME,2,2,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,DME,LED - DME,1,1,0
2017-09-03,Septiembre,Domingo,7,Fin de semana,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,LED,DME,LED - DME,2,0,0
2017-07-21,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,VKO,LED - VKO,1,1,0
2017-08-03,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,VKO,LED - VKO,2,2,0
2017-07-31,Julio,Lunes,1,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,VKO,LED - VKO,1,1,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,VKO,LED - VKO,2,2,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,LED,SVO,LED - SVO,2,0,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Tarde (16-19),4,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,LED,SVO,LED - SVO,1,0,0
2017-07-29,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,SVO,LED - SVO,2,2,0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,SVO,LED - SVO,2,2,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,LED,KZN,LED - KZN,1,0,0
2017-08-02,Agosto,Miercoles,3,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,LED,YKS,LED - YKS,1,1,0
2017-07-27,Julio,Jueves,4,Dia laborable,Noche (20-23),5,Airbus A319-100,Largo alcance,116,Arrived,Vuelo operado y finalizado,LED,YKS,LED - YKS,1,1,0
2017-08-22,Agosto,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,LED,TBW,LED - TBW,1,0,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,LED,TBW,LED - TBW,1,0,0
2017-08-29,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,LED,TBW,LED - TBW,1,0,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,LED,NJC,LED - NJC,1,1,0
2017-07-22,Julio,Sabado,6,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,LED,ESL,LED - ESL,1,1,0
2017-07-30,Julio,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,LED,GOJ,LED - GOJ,1,1,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,LED,GOJ,LED - GOJ,1,1,0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,LED,PYJ,LED - PYJ,1,1,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,LED,OVS,LED - OVS,1,1,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,LED,OVS,LED - OVS,1,0,0
2017-08-24,Agosto,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,LED,TJM,LED - TJM,1,0,0
2017-09-04,Septiembre,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,LED,TJM,LED - TJM,1,0,0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,LED,TJM,LED - TJM,1,1,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,IKT,LED - IKT,1,1,0
2017-07-25,Julio,Martes,2,Dia laborable,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Arrived,Vuelo operado y finalizado,LED,IKT,LED - IKT,1,1,0
2017-08-27,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Airbus A321-200,Corto y medio alcance,170,Scheduled,Vuelo programado a futuro,LED,IKT,LED - IKT,1,0,0
2017-07-21,Julio,Viernes,5,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,222,Arrived,Vuelo operado y finalizado,LED,KHV,LED - KHV,1,1,0
2017-08-10,Agosto,Jueves,4,Dia laborable,Tarde (16-19),4,Boeing 767-300,Largo alcance,222,Arrived,Vuelo operado y finalizado,LED,KHV,LED - KHV,1,1,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Boeing 767-300,Largo alcance,222,Scheduled,Vuelo programado a futuro,LED,KHV,LED - KHV,1,0,0
2017-07-29,Julio,Sabado,6,Fin de semana,Tarde (16-19),4,Boeing 767-300,Largo alcance,222,Arrived,Vuelo operado y finalizado,LED,KHV,LED - KHV,1,1,0
2017-07-30,Julio,Domingo,7,Fin de semana,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,LED,IAR,LED - IAR,1,1,0
2017-09-01,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,LED,IAR,LED - IAR,1,0,0
2017-07-27,Julio,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,LED,REN,LED - REN,1,1,0
2017-09-07,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,LED,REN,LED - REN,1,0,0
2017-08-29,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,LED,REN,LED - REN,1,0,0
2017-07-24,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,LED,KVX,LED - KVX,1,1,0
2017-07-31,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,LED,KVX,LED - KVX,1,1,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,LED,KVX,LED - KVX,1,0,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,LED,CSY,LED - CSY,1,1,0
2017-07-24,Julio,Lunes,1,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,LED,KLF,LED - KLF,1,1,0
2017-07-18,Julio,Martes,2,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,LED,KLF,LED - KLF,1,1,0
2017-08-11,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,LED,KLF,LED - KLF,1,1,0
2017-08-04,Agosto,Viernes,5,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,LED,CEE,LED - CEE,2,2,0
2017-09-04,Septiembre,Lunes,1,Dia laborable,Tarde (16-19),4,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,LED,CEE,LED - CEE,2,0,0
2017-08-09,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,402,Arrived,Vuelo operado y finalizado,OVB,DME,OVB - DME,1,1,0
2017-08-04,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,402,Arrived,Vuelo operado y finalizado,OVB,DME,OVB - DME,1,1,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Mediodia (12-15),3,Boeing 777-300,Largo alcance,402,Scheduled,Vuelo programado a futuro,OVB,SVO,OVB - SVO,1,0,0
2017-09-07,Septiembre,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,OVB,KJA,OVB - KJA,2,0,0
2017-08-25,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,OVB,KJA,OVB - KJA,2,0,0
2017-09-07,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,OVB,ABA,OVB - ABA,2,0,0
2017-08-28,Agosto,Lunes,1,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,OVB,PYJ,OVB - PYJ,1,0,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,OVB,SLY,OVB - SLY,1,1,0
2017-08-20,Agosto,Domingo,7,Fin de semana,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,OVB,SLY,OVB - SLY,1,0,0
2017-09-14,Septiembre,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,OVB,RGK,OVB - RGK,1,0,0
2017-07-27,Julio,Jueves,4,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Arrived,Vuelo operado y finalizado,OVB,RGK,OVB - RGK,1,1,0
2017-09-02,Septiembre,Sabado,6,Fin de semana,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,OVB,RGK,OVB - RGK,1,0,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Mediodia (12-15),3,Cessna 208 Caravan,Regional,12,Scheduled,Vuelo programado a futuro,OVB,RGK,OVB - RGK,1,0,0
2017-08-19,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,OVB,NOZ,OVB - NOZ,1,0,0
2017-07-20,Julio,Jueves,4,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,OVB,NOZ,OVB - NOZ,1,1,0
2017-08-15,Agosto,Martes,2,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,OVB,NOZ,OVB - NOZ,1,1,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,OVB,NOZ,OVB - NOZ,1,1,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Tarde (16-19),4,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,OVB,NOZ,OVB - NOZ,1,0,0
2017-08-13,Agosto,Domingo,7,Fin de semana,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,OVB,KVX,OVB - KVX,1,1,0
2017-09-05,Septiembre,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,OVB,KVX,OVB - KVX,1,0,0
2017-08-18,Agosto,Viernes,5,Dia laborable,Mediodia (12-15),3,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,OVB,MQF,OVB - MQF,1,0,0
2017-07-26,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Arrived,Vuelo operado y finalizado,OVB,SGC,OVB - SGC,1,1,0
2017-09-07,Septiembre,Jueves,4,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,OVB,SGC,OVB - SGC,1,0,0
2017-08-22,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,OVB,SGC,OVB - SGC,1,0,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,OVB,SGC,OVB - SGC,1,0,0
2017-08-25,Agosto,Viernes,5,Dia laborable,Manana (06-11),2,Bombardier CRJ-200,Regional,50,Scheduled,Vuelo programado a futuro,OVB,SGC,OVB - SGC,1,0,0
2017-08-30,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,402,Scheduled,Vuelo programado a futuro,SVX,SVO,SVX - SVO,1,0,0
2017-08-26,Agosto,Sabado,6,Fin de semana,Manana (06-11),2,Boeing 777-300,Largo alcance,402,Scheduled,Vuelo programado a futuro,SVX,SVO,SVX - SVO,1,0,0
2017-07-17,Julio,Lunes,1,Dia laborable,Manana (06-11),2,Boeing 777-300,Largo alcance,402,Arrived,Vuelo operado y finalizado,SVX,SVO,SVX - SVO,1,1,0
2017-08-01,Agosto,Martes,2,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVX,PEE,SVX - PEE,1,1,0
2017-08-03,Agosto,Jueves,4,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVX,PEE,SVX - PEE,1,1,0
2017-07-21,Julio,Viernes,5,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVX,PEE,SVX - PEE,1,1,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Arrived,Vuelo operado y finalizado,SVX,PEE,SVX - PEE,1,1,0
2017-09-12,Septiembre,Martes,2,Dia laborable,Mediodia (12-15),3,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVX,PEE,SVX - PEE,1,0,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Manana (06-11),2,Boeing 767-300,Largo alcance,222,Arrived,Vuelo operado y finalizado,SVX,KXK,SVX - KXK,1,1,0
2017-07-19,Julio,Miercoles,3,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Arrived,Vuelo operado y finalizado,SVX,SCW,SVX - SCW,1,1,0
2017-09-08,Septiembre,Viernes,5,Dia laborable,Mediodia (12-15),3,Boeing 737-300,Corto y medio alcance,130,Scheduled,Vuelo programado a futuro,SVX,SCW,SVX - SCW,1,0,0
2017-08-23,Agosto,Miercoles,3,Dia laborable,Manana (06-11),2,Sukhoi Superjet-100,Corto y medio alcance,97,Scheduled,Vuelo programado a futuro,SVX,MJZ,SVX - MJZ,1,0,0
